name,url,country,pageid,revid,ores
Emperor of Mexico,https://en.wikipedia.org/wiki/Emperor_of_Mexico,Mexico,636067,1049239572,Start
Oleg Balan,https://en.wikipedia.org/wiki/Oleg_Balan,Moldova,55406683,1110953897,Start
Vlad Bilețchi,https://en.wikipedia.org/wiki/Vlad_Bilețchi,Moldova,67618573,1080658620,C
Vasile Bîtca,https://en.wikipedia.org/wiki/Vasile_Bîtca,Moldova,55407034,1092179435,Start
Ion Ceban,https://en.wikipedia.org/wiki/Ion_Ceban,Moldova,61784436,1113298996,C
Vladimir Cebotari,https://en.wikipedia.org/wiki/Vladimir_Cebotari,Moldova,61281486,1110952685,C
Ion Constantin Ciobanu,https://en.wikipedia.org/wiki/Ion_Constantin_Ciobanu,Moldova,28348019,1110335884,Start
Romulus Cioflec,https://en.wikipedia.org/wiki/Romulus_Cioflec,Moldova,28641633,1112985854,Start
Alexandru Cotruță,https://en.wikipedia.org/wiki/Alexandru_Cotruță,Moldova,26437942,1022104267,Stub
Emanuil Gavriliță,https://en.wikipedia.org/wiki/Emanuil_Gavriliță,Moldova,28640811,1107106697,Start
Iuliana Gorea-Costin,https://en.wikipedia.org/wiki/Iuliana_Gorea-Costin,Moldova,34655150,1104915336,Start
Andrei Ivanțoc,https://en.wikipedia.org/wiki/Andrei_Ivanțoc,Moldova,2073748,1089621148,Start
Andrei Lupan,https://en.wikipedia.org/wiki/Andrei_Lupan,Moldova,26064601,1106744592,Start
Gheorghe Malarciuc,https://en.wikipedia.org/wiki/Gheorghe_Malarciuc,Moldova,28348486,1108886194,Start
Constantin Mimi,https://en.wikipedia.org/wiki/Constantin_Mimi,Moldova,27413577,1110562362,Start
Maria Postoico,https://en.wikipedia.org/wiki/Maria_Postoico,Moldova,62479078,1102599013,Start
Nichita Smochină,https://en.wikipedia.org/wiki/Nichita_Smochină,Moldova,33777350,1112022866,B
Andrei Spînu,https://en.wikipedia.org/wiki/Andrei_Spînu,Moldova,68519250,1098562762,Stub
Leonid Talmaci,https://en.wikipedia.org/wiki/Leonid_Talmaci,Moldova,34353303,1087962283,Stub
Jean-Charles Allavena,https://en.wikipedia.org/wiki/Jean-Charles_Allavena,Monaco,47105581,1003397193,Stub
Laurent Anselmi,https://en.wikipedia.org/wiki/Laurent_Anselmi,Monaco,66533667,1115213350,Stub
Camille Blanc,https://en.wikipedia.org/wiki/Camille_Blanc,Monaco,15053744,1100905415,Start
Robert Calcagno,https://en.wikipedia.org/wiki/Robert_Calcagno,Monaco,44006559,1030845142,C
Jean Castellini,https://en.wikipedia.org/wiki/Jean_Castellini,Monaco,70620461,1084495128,Stub
Paul Demange (politician),https://en.wikipedia.org/wiki/Paul_Demange_(politician),Monaco,29355227,1079067018,Stub
Catherine Fautrier,https://en.wikipedia.org/wiki/Catherine_Fautrier,Monaco,68432219,1106302712,Stub
Paul Masseron,https://en.wikipedia.org/wiki/Paul_Masseron,Monaco,39468066,1089373743,Start
Laurent Nouvion,https://en.wikipedia.org/wiki/Laurent_Nouvion,Monaco,39517008,1011192042,Stub
Thierry Poyet,https://en.wikipedia.org/wiki/Thierry_Poyet,Monaco,47106093,960140393,Stub
Jean-François Robillon,https://en.wikipedia.org/wiki/Jean-François_Robillon,Monaco,37404533,986531700,Start
Christophe Steiner,https://en.wikipedia.org/wiki/Christophe_Steiner,Monaco,51082426,1113747641,Stub
Gilles Tonelli,https://en.wikipedia.org/wiki/Gilles_Tonelli,Monaco,53958282,1114437692,B
Chilkhaajavyn Avday,https://en.wikipedia.org/wiki/Chilkhaajavyn_Avday,Mongolia,61551089,1051560376,Stub
Babojab,https://en.wikipedia.org/wiki/Babojab,Mongolia,56868569,1064992792,Stub
Dendeviin Terbishdagva,https://en.wikipedia.org/wiki/Dendeviin_Terbishdagva,Mongolia,71618932,1109345670,Stub
Tsakhiagiin Elbegdorj,https://en.wikipedia.org/wiki/Tsakhiagiin_Elbegdorj,Mongolia,924662,1112768745,B
General Secretary of the Mongolian People's Party,https://en.wikipedia.org/wiki/General_Secretary_of_the_Mongolian_People's_Party,Mongolia,32806577,1097929840,Start
Diluwa Khutugtu Jamsrangjab,https://en.wikipedia.org/wiki/Diluwa_Khutugtu_Jamsrangjab,Mongolia,33277406,1025654841,Start
Bayantömöriin Khaisan,https://en.wikipedia.org/wiki/Bayantömöriin_Khaisan,Mongolia,31689286,1109488008,C
Mijiddorjiin Khanddorj,https://en.wikipedia.org/wiki/Mijiddorjiin_Khanddorj,Mongolia,38679053,1100894691,C
Sonomyn Luvsangombo,https://en.wikipedia.org/wiki/Sonomyn_Luvsangombo,Mongolia,64403920,1060881109,Start
Tsendiin Mönkh-Orgil,https://en.wikipedia.org/wiki/Tsendiin_Mönkh-Orgil,Mongolia,53102884,1107438593,C
Luvsannamsrain Oyun-Erdene,https://en.wikipedia.org/wiki/Luvsannamsrain_Oyun-Erdene,Mongolia,50152381,1113655591,C
Dritan Abazović,https://en.wikipedia.org/wiki/Dritan_Abazović,Montenegro,49361138,1114648940,GA
Božidar Bojović,https://en.wikipedia.org/wiki/Božidar_Bojović,Montenegro,66172718,1100211141,Start
Jevrem Brković,https://en.wikipedia.org/wiki/Jevrem_Brković,Montenegro,7692350,1100427296,Start
Predrag Bulatović,https://en.wikipedia.org/wiki/Predrag_Bulatović,Montenegro,5240814,1109754194,Start
Miodrag Davidović,https://en.wikipedia.org/wiki/Miodrag_Davidović,Montenegro,65190234,1107963087,C
Vladimir Dobričanin,https://en.wikipedia.org/wiki/Vladimir_Dobričanin,Montenegro,65250835,1030728031,C
Dobrilo Dedeić,https://en.wikipedia.org/wiki/Dobrilo_Dedeić,Montenegro,48870894,696310078,Stub
Sekula Drljević,https://en.wikipedia.org/wiki/Sekula_Drljević,Montenegro,1262717,1109481661,GA
Fatmir Gjeka,https://en.wikipedia.org/wiki/Fatmir_Gjeka,Montenegro,70020204,1111732314,Start
Milutin Jelić,https://en.wikipedia.org/wiki/Milutin_Jelić,Montenegro,62134932,1051132831,C
Batrić Jovanović,https://en.wikipedia.org/wiki/Batrić_Jovanović,Montenegro,31214498,1070488778,Stub
Jovan Kavarić,https://en.wikipedia.org/wiki/Jovan_Kavarić,Montenegro,36626185,1030708917,Stub
Zdravko Krivokapić,https://en.wikipedia.org/wiki/Zdravko_Krivokapić,Montenegro,64708352,1113234942,FA
Vujica Lazović,https://en.wikipedia.org/wiki/Vujica_Lazović,Montenegro,66172266,1108706425,Start
Vladimir Leposavić,https://en.wikipedia.org/wiki/Vladimir_Leposavić,Montenegro,65767674,1073191784,C
Stjepan Mitrov Ljubiša,https://en.wikipedia.org/wiki/Stjepan_Mitrov_Ljubiša,Montenegro,7307261,1099266672,C
Stevan Lukačević,https://en.wikipedia.org/wiki/Stevan_Lukačević,Montenegro,36633999,1030707781,Stub
Savić Marković Štedimlija,https://en.wikipedia.org/wiki/Savić_Marković_Štedimlija,Montenegro,10695183,1113219745,C
Tarzan Milošević,https://en.wikipedia.org/wiki/Tarzan_Milošević,Montenegro,50107018,1073191907,Stub
Iko Mirković,https://en.wikipedia.org/wiki/Iko_Mirković,Montenegro,36634239,1030708648,Start
Fuad Nimani,https://en.wikipedia.org/wiki/Fuad_Nimani,Montenegro,39852202,1098981453,Stub
Tomo P. Oraovac,https://en.wikipedia.org/wiki/Tomo_P._Oraovac,Montenegro,63292085,1079702923,Start
Darko Pajović,https://en.wikipedia.org/wiki/Darko_Pajović,Montenegro,43432235,1070422891,Start
Vladimir Pavićević,https://en.wikipedia.org/wiki/Vladimir_Pavićević,Montenegro,57023872,1114141220,Start
Jovan Pavlović (minister),https://en.wikipedia.org/wiki/Jovan_Pavlović_(minister),Montenegro,58085118,1081135207,Stub
Andrija Popović,https://en.wikipedia.org/wiki/Andrija_Popović,Montenegro,42365317,1115370448,Start
Evgenije Popović,https://en.wikipedia.org/wiki/Evgenije_Popović,Montenegro,15047867,1030727852,Start
Novica Radović,https://en.wikipedia.org/wiki/Novica_Radović,Montenegro,11497354,1007749126,Start
Miloš Radulović (politician),https://en.wikipedia.org/wiki/Miloš_Radulović_(politician),Montenegro,52529420,1077146911,Stub
Nešo Šćepović,https://en.wikipedia.org/wiki/Nešo_Šćepović,Montenegro,36625882,1062865771,Start
Budimir Šegrt,https://en.wikipedia.org/wiki/Budimir_Šegrt,Montenegro,66233447,1073192213,Stub
Sergej Sekulović,https://en.wikipedia.org/wiki/Sergej_Sekulović,Montenegro,66013673,1094030927,Stub
Aleksandar Stijović,https://en.wikipedia.org/wiki/Aleksandar_Stijović,Montenegro,66823782,1105170672,Start
Lazar Tomanović,https://en.wikipedia.org/wiki/Lazar_Tomanović,Montenegro,63418809,1006895064,Stub
Lujo Vojnović,https://en.wikipedia.org/wiki/Lujo_Vojnović,Montenegro,25497497,1109082075,Start
Dejan Vukšić,https://en.wikipedia.org/wiki/Dejan_Vukšić,Montenegro,67272334,1067839020,Start
Abdessamad Archane,https://en.wikipedia.org/wiki/Abdessamad_Archane,Morocco,68780425,1081123128,Stub
Abu Bakr Ibn Abi Zaid as-Slawi,https://en.wikipedia.org/wiki/Abu_Bakr_Ibn_Abi_Zaid_as-Slawi,Morocco,62331431,1089705508,Stub
Mohamed Ali El Admi,https://en.wikipedia.org/wiki/Mohamed_Ali_El_Admi,Morocco,41768056,1055102528,Stub
Mahjoubi Aherdane,https://en.wikipedia.org/wiki/Mahjoubi_Aherdane,Morocco,65863599,1102542542,Start
Ba Ahmed,https://en.wikipedia.org/wiki/Ba_Ahmed,Morocco,37478987,1082884635,Start
Moulay Ahmed Alaoui,https://en.wikipedia.org/wiki/Moulay_Ahmed_Alaoui,Morocco,66871372,1016144487,Stub
Abderrahmane Amalou,https://en.wikipedia.org/wiki/Abderrahmane_Amalou,Morocco,69329929,1098806861,Stub
Said Amzazi,https://en.wikipedia.org/wiki/Said_Amzazi,Morocco,64666043,1029955505,Stub
Mustapha Bakkoury,https://en.wikipedia.org/wiki/Mustapha_Bakkoury,Morocco,54440850,1081989390,C
Ahmed Balafrej,https://en.wikipedia.org/wiki/Ahmed_Balafrej,Morocco,5153149,1112518587,C
Abdelouahed Belkeziz,https://en.wikipedia.org/wiki/Abdelouahed_Belkeziz,Morocco,32056168,1102921166,Start
Moncef Belkhayat,https://en.wikipedia.org/wiki/Moncef_Belkhayat,Morocco,33261354,1058789179,Start
Mehdi Ben Barka,https://en.wikipedia.org/wiki/Mehdi_Ben_Barka,Morocco,30872057,1101973891,C
Mohamed Benchaaboun,https://en.wikipedia.org/wiki/Mohamed_Benchaaboun,Morocco,69857418,1105246740,Start
Hakim Benchamach,https://en.wikipedia.org/wiki/Hakim_Benchamach,Morocco,68733235,1044626597,Stub
Ahmed Benjelloun,https://en.wikipedia.org/wiki/Ahmed_Benjelloun,Morocco,64294980,962930707,Stub
Omar Benjelloun,https://en.wikipedia.org/wiki/Omar_Benjelloun,Morocco,30263112,1082283546,Start
Bouchaib Benlabsir,https://en.wikipedia.org/wiki/Bouchaib_Benlabsir,Morocco,47297836,1115345188,Stub
Fadel Benyaich,https://en.wikipedia.org/wiki/Fadel_Benyaich,Morocco,41198937,1087860841,Start
Driss Benzekri (activist),https://en.wikipedia.org/wiki/Driss_Benzekri_(activist),Morocco,21783587,984611292,Start
Abderrahim Bouabid,https://en.wikipedia.org/wiki/Abderrahim_Bouabid,Morocco,63589798,1103644711,Start
M'hamed Boucetta,https://en.wikipedia.org/wiki/M'hamed_Boucetta,Morocco,64045994,1112085455,Stub
Abdelghani Bousta,https://en.wikipedia.org/wiki/Abdelghani_Bousta,Morocco,30370167,1094981501,B
Abdelhadi Boutaleb,https://en.wikipedia.org/wiki/Abdelhadi_Boutaleb,Morocco,33415142,1014544030,Stub
Brahim Boutaleb,https://en.wikipedia.org/wiki/Brahim_Boutaleb,Morocco,70246485,1096298275,Start
Miloud Chaabi,https://en.wikipedia.org/wiki/Miloud_Chaabi,Morocco,21879118,1100817341,C
Mohamed Haddou Chiguer,https://en.wikipedia.org/wiki/Mohamed_Haddou_Chiguer,Morocco,70153627,1096062110,Stub
Rochdi Chraibi,https://en.wikipedia.org/wiki/Rochdi_Chraibi,Morocco,41375292,917898941,Stub
Mohammed al-Hajj ibn Abu Bakr al-Dila'i,https://en.wikipedia.org/wiki/Mohammed_al-Hajj_ibn_Abu_Bakr_al-Dila'i,Morocco,38613627,1090172051,Start
Anas Doukkali,https://en.wikipedia.org/wiki/Anas_Doukkali,Morocco,66898148,1045066415,Stub
Khalihenna Ould Errachid,https://en.wikipedia.org/wiki/Khalihenna_Ould_Errachid,Morocco,7291753,1067186300,C
Mohamed El Fassi,https://en.wikipedia.org/wiki/Mohamed_El_Fassi,Morocco,67627315,1077154633,Start
Ahmed al-Hiba,https://en.wikipedia.org/wiki/Ahmed_al-Hiba,Morocco,9085181,1058971192,Start
Ahmed ibn Abi Mahalli,https://en.wikipedia.org/wiki/Ahmed_ibn_Abi_Mahalli,Morocco,30748059,1112552333,C
Abdellatif Jouahri,https://en.wikipedia.org/wiki/Abdellatif_Jouahri,Morocco,67282145,1067501606,Start
Mohammed Kabbaj,https://en.wikipedia.org/wiki/Mohammed_Kabbaj,Morocco,5351466,1094200694,Stub
Abdellah Kadiri,https://en.wikipedia.org/wiki/Abdellah_Kadiri,Morocco,61878230,1108478313,Start
Muhammad al-Kattani,https://en.wikipedia.org/wiki/Muhammad_al-Kattani,Morocco,64339427,1088340779,GA
Khnata bent Bakkar,https://en.wikipedia.org/wiki/Khnata_bent_Bakkar,Morocco,26281751,1112728253,C
Mohand Laenser,https://en.wikipedia.org/wiki/Mohand_Laenser,Morocco,33865465,1110541676,Stub
Fatima Marouan,https://en.wikipedia.org/wiki/Fatima_Marouan,Morocco,58777975,1085899467,Start
Mohamed Mehdi Bensaid,https://en.wikipedia.org/wiki/Mohamed_Mehdi_Bensaid,Morocco,71760936,1112863129,Stub
Mohamed Sadiki,https://en.wikipedia.org/wiki/Mohamed_Sadiki,Morocco,71715806,1112864122,Stub
Mohammed VI of Morocco,https://en.wikipedia.org/wiki/Mohammed_VI_of_Morocco,Morocco,226113,1113314439,B
Abdelkrim Motii,https://en.wikipedia.org/wiki/Abdelkrim_Motii,Morocco,3876710,956960749,Stub
Khalid Naciri,https://en.wikipedia.org/wiki/Khalid_Naciri,Morocco,36697233,1097940143,Stub
Mohammed al-Makki al-Nasiri,https://en.wikipedia.org/wiki/Mohammed_al-Makki_al-Nasiri,Morocco,28482753,1088024038,Stub
Zoulikha Nasri,https://en.wikipedia.org/wiki/Zoulikha_Nasri,Morocco,48842066,1091797485,Start
Abdelaziz El Omari,https://en.wikipedia.org/wiki/Abdelaziz_El_Omari,Morocco,62030598,1103094488,Start
Ilyas El Omari,https://en.wikipedia.org/wiki/Ilyas_El_Omari,Morocco,68735333,1050980468,Stub
Chafik Rachadi,https://en.wikipedia.org/wiki/Chafik_Rachadi,Morocco,49417229,1064310999,C
Abdelwahed Radi,https://en.wikipedia.org/wiki/Abdelwahed_Radi,Morocco,33865760,996655646,Stub
Mohammed Sajid (politician),https://en.wikipedia.org/wiki/Mohammed_Sajid_(politician),Morocco,68687729,1053936172,Stub
Sidi al-Ayachi,https://en.wikipedia.org/wiki/Sidi_al-Ayachi,Morocco,28621279,1095623946,Start
Fathallah Sijilmassi,https://en.wikipedia.org/wiki/Fathallah_Sijilmassi,Morocco,36060961,1095503216,Start
Mohammed Allal Sinaceur,https://en.wikipedia.org/wiki/Mohammed_Allal_Sinaceur,Morocco,37476423,1047221771,Start
Mohamed Belhassan Wazzani,https://en.wikipedia.org/wiki/Mohamed_Belhassan_Wazzani,Morocco,63724267,1101462823,Start
Nasser Zefzafi,https://en.wikipedia.org/wiki/Nasser_Zefzafi,Morocco,54255141,1105784313,C
Abdellatif Zeroual,https://en.wikipedia.org/wiki/Abdellatif_Zeroual,Morocco,30259172,1074290663,Stub
Mohammed Ziane,https://en.wikipedia.org/wiki/Mohammed_Ziane,Morocco,54267738,1097940843,Start
Yassir Znagui,https://en.wikipedia.org/wiki/Yassir_Znagui,Morocco,35103277,1058407241,Stub
Brahim Zniber,https://en.wikipedia.org/wiki/Brahim_Zniber,Morocco,51813351,1113578009,C
Mário Albino,https://en.wikipedia.org/wiki/Mário_Albino,Mozambique,62003371,1042139227,Start
Carlos Cardoso (journalist),https://en.wikipedia.org/wiki/Carlos_Cardoso_(journalist),Mozambique,4895017,1108725761,Start
Afonso Dhlakama,https://en.wikipedia.org/wiki/Afonso_Dhlakama,Mozambique,1982107,1104812135,C
Helder Francisco Malauene,https://en.wikipedia.org/wiki/Helder_Francisco_Malauene,Mozambique,2242841,1065685422,Stub
Nyeleti Brooke Mondlane,https://en.wikipedia.org/wiki/Nyeleti_Brooke_Mondlane,Mozambique,69973398,1110776630,Stub
Basilio Muhate,https://en.wikipedia.org/wiki/Basilio_Muhate,Mozambique,35764932,1087847457,Stub
Murade Isaac Murargy,https://en.wikipedia.org/wiki/Murade_Isaac_Murargy,Mozambique,52485833,1041131952,Stub
Tomaz Salomão,https://en.wikipedia.org/wiki/Tomaz_Salomão,Mozambique,4670577,1105513966,Stub
Stella da Graça Pinto Novo Zeca,https://en.wikipedia.org/wiki/Stella_da_Graça_Pinto_Novo_Zeca,Mozambique,69973505,1070241018,Stub
Aye Ko (artist),https://en.wikipedia.org/wiki/Aye_Ko_(artist),Myanmar,61638290,968270020,Stub
Ba Shin,https://en.wikipedia.org/wiki/Ba_Shin,Myanmar,10908434,1087648145,C
Bao Youxiang,https://en.wikipedia.org/wiki/Bao_Youxiang,Myanmar,48742263,1111148571,C
Bawk Ja,https://en.wikipedia.org/wiki/Bawk_Ja,Myanmar,42020379,1052913276,Start
Cheery Zahau,https://en.wikipedia.org/wiki/Cheery_Zahau,Myanmar,55691357,1088361146,C
Ei Thinzar Maung,https://en.wikipedia.org/wiki/Ei_Thinzar_Maung,Myanmar,67672206,1097749207,Start
M. A. Gaffar,https://en.wikipedia.org/wiki/M._A._Gaffar,Myanmar,55135666,1077127256,C
Han Tha Myint,https://en.wikipedia.org/wiki/Han_Tha_Myint,Myanmar,47241596,1004945052,Start
Hla Maung Shwe,https://en.wikipedia.org/wiki/Hla_Maung_Shwe,Myanmar,56311126,1080777311,Stub
Hso Khan Pha,https://en.wikipedia.org/wiki/Hso_Khan_Pha,Myanmar,974702,1084108657,C
Nai Htaw Sorn,https://en.wikipedia.org/wiki/Nai_Htaw_Sorn,Myanmar,1831147,1063720253,Start
Htay Aung (businessman),https://en.wikipedia.org/wiki/Htay_Aung_(businessman),Myanmar,71530040,1108033224,Start
Htin Linn Aung,https://en.wikipedia.org/wiki/Htin_Linn_Aung,Myanmar,66931291,1111075237,Start
Ja Htoi Pan,https://en.wikipedia.org/wiki/Ja_Htoi_Pan,Myanmar,67477442,1088361136,Stub
Khin Kyaw Han,https://en.wikipedia.org/wiki/Khin_Kyaw_Han,Myanmar,18578060,1036478390,Stub
Khin Ma Ma Myo,https://en.wikipedia.org/wiki/Khin_Ma_Ma_Myo,Myanmar,68479419,1044647145,Stub
Khin Maung Swe,https://en.wikipedia.org/wiki/Khin_Maung_Swe,Myanmar,31087838,1102466399,Start
Khun San Lwin,https://en.wikipedia.org/wiki/Khun_San_Lwin,Myanmar,43092884,964464657,Stub
Ko Ni,https://en.wikipedia.org/wiki/Ko_Ni,Myanmar,53021145,1109319228,GA
Thakin Kodaw Hmaing,https://en.wikipedia.org/wiki/Thakin_Kodaw_Hmaing,Myanmar,9863457,1063716795,C
Kwe Te No,https://en.wikipedia.org/wiki/Kwe_Te_No,Myanmar,66932882,1009433548,Stub
Sao Kya Seng,https://en.wikipedia.org/wiki/Sao_Kya_Seng,Myanmar,48937786,1063720601,Start
Kyaw Moe Tun,https://en.wikipedia.org/wiki/Kyaw_Moe_Tun,Myanmar,66913798,1104060130,GA
Kyaw Myint,https://en.wikipedia.org/wiki/Kyaw_Myint,Myanmar,23921119,1105968423,Start
Kyaw Ni,https://en.wikipedia.org/wiki/Kyaw_Ni,Myanmar,68230960,1065336699,Stub
Kyaw Tun,https://en.wikipedia.org/wiki/Kyaw_Tun,Myanmar,43015578,943370816,C
Kyaw Zaw Oo,https://en.wikipedia.org/wiki/Kyaw_Zaw_Oo,Myanmar,66173064,1073118078,C
Duwa Lashi La,https://en.wikipedia.org/wiki/Duwa_Lashi_La,Myanmar,67447672,1111778584,Start
Lian Hmung Sakhong,https://en.wikipedia.org/wiki/Lian_Hmung_Sakhong,Myanmar,67485956,1060132892,Stub
Sultan Mahmud (minister),https://en.wikipedia.org/wiki/Sultan_Mahmud_(minister),Myanmar,55136289,1114780616,Start
Maran Brang Seng,https://en.wikipedia.org/wiki/Maran_Brang_Seng,Myanmar,12270990,1108940186,Start
Gani Markan,https://en.wikipedia.org/wiki/Gani_Markan,Myanmar,55137080,1077040045,Stub
Maw Htun Aung,https://en.wikipedia.org/wiki/Maw_Htun_Aung,Myanmar,69188782,1064354803,C
Mya Lay Sein,https://en.wikipedia.org/wiki/Mya_Lay_Sein,Myanmar,58182818,1109316290,Start
"Myint Swe (politician, born 1965)","https://en.wikipedia.org/wiki/Myint_Swe_(politician,_born_1965)",Myanmar,58329282,1073118310,Stub
Myo Yan Naung Thein,https://en.wikipedia.org/wiki/Myo_Yan_Naung_Thein,Myanmar,66805229,1072977583,Start
Naw Ohn Hla,https://en.wikipedia.org/wiki/Naw_Ohn_Hla,Myanmar,56317793,1088361138,C
Nay Myo Wai,https://en.wikipedia.org/wiki/Nay_Myo_Wai,Myanmar,51745222,1065794809,Start
Nay Zin Lat,https://en.wikipedia.org/wiki/Nay_Zin_Lat,Myanmar,47330782,1052916362,Stub
Nyi Sein,https://en.wikipedia.org/wiki/Nyi_Sein,Myanmar,58521779,1073118482,Stub
Nyo Nyo Thin,https://en.wikipedia.org/wiki/Nyo_Nyo_Thin,Myanmar,48487481,1031818615,Start
Oscar de Glanville,https://en.wikipedia.org/wiki/Oscar_de_Glanville,Myanmar,68328990,1087056648,Start
San Tun,https://en.wikipedia.org/wiki/San_Tun,Myanmar,47241961,904203856,Stub
Sasa (politician),https://en.wikipedia.org/wiki/Sasa_(politician),Myanmar,66872760,1100369987,C
Saw Sa,https://en.wikipedia.org/wiki/Saw_Sa,Myanmar,62278621,1087057198,C
Saya Gyi U Nu,https://en.wikipedia.org/wiki/Saya_Gyi_U_Nu,Myanmar,26147714,1061283173,GA
Sein Win (politician),https://en.wikipedia.org/wiki/Sein_Win_(politician),Myanmar,9467217,1073118868,Start
Sao Seng Suk,https://en.wikipedia.org/wiki/Sao_Seng_Suk,Myanmar,12816967,1086413674,Stub
Shwe Ohn,https://en.wikipedia.org/wiki/Shwe_Ohn,Myanmar,35402666,1039272113,Stub
Soe Moe Hlaing,https://en.wikipedia.org/wiki/Soe_Moe_Hlaing,Myanmar,67926878,1098801536,Start
Sultan Ahmed (Burmese politician),https://en.wikipedia.org/wiki/Sultan_Ahmed_(Burmese_politician),Myanmar,55137194,1105597024,Start
Naw Susanna Hla Hla Soe,https://en.wikipedia.org/wiki/Naw_Susanna_Hla_Hla_Soe,Myanmar,67493858,1088361145,Start
Tan Yu Sai,https://en.wikipedia.org/wiki/Tan_Yu_Sai,Myanmar,47331201,987791661,Stub
Taw Phaya Galay,https://en.wikipedia.org/wiki/Taw_Phaya_Galay,Myanmar,14332899,1096513590,C
Tayzar San,https://en.wikipedia.org/wiki/Tayzar_San,Myanmar,67910911,1038023615,Start
Tha Aye,https://en.wikipedia.org/wiki/Tha_Aye,Myanmar,47241818,920911377,Stub
Than Nyein,https://en.wikipedia.org/wiki/Than_Nyein,Myanmar,43197025,1099560456,Start
Than Sein,https://en.wikipedia.org/wiki/Than_Sein,Myanmar,47241901,984131584,Stub
Than Win,https://en.wikipedia.org/wiki/Than_Win,Myanmar,65976454,1050686993,Start
Thaung Tun (minister),https://en.wikipedia.org/wiki/Thaung_Tun_(minister),Myanmar,67638704,1091685823,Start
Baganset U Thaw,https://en.wikipedia.org/wiki/Baganset_U_Thaw,Myanmar,65956921,1087454147,C
Thein Maung,https://en.wikipedia.org/wiki/Thein_Maung,Myanmar,68647078,1065733251,Start
Thein Nyunt (politician),https://en.wikipedia.org/wiki/Thein_Nyunt_(politician),Myanmar,66611331,1111654182,Start
Thet Win Aung,https://en.wikipedia.org/wiki/Thet_Win_Aung,Myanmar,7706564,977644647,Start
Thirty Comrades,https://en.wikipedia.org/wiki/Thirty_Comrades,Myanmar,3852927,1112536598,GA
Tin Aye,https://en.wikipedia.org/wiki/Tin_Aye,Myanmar,35480486,1005117819,Stub
Tu Hkawng,https://en.wikipedia.org/wiki/Tu_Hkawng,Myanmar,68113104,1060133433,Start
Wai Moe Naing,https://en.wikipedia.org/wiki/Wai_Moe_Naing,Myanmar,67920066,1054632633,Start
Win Ko Ko Latt,https://en.wikipedia.org/wiki/Win_Ko_Ko_Latt,Myanmar,55681817,1076941438,Start
Maung Wuntha,https://en.wikipedia.org/wiki/Maung_Wuntha,Myanmar,40296975,1082083580,Start
Yawd Serk,https://en.wikipedia.org/wiki/Yawd_Serk,Myanmar,48284709,1073119108,Stub
Za Hlei Thang,https://en.wikipedia.org/wiki/Za_Hlei_Thang,Myanmar,57617065,1098512604,C
Zaw Htay,https://en.wikipedia.org/wiki/Zaw_Htay,Myanmar,55316041,1114885327,Start
Zura Begum,https://en.wikipedia.org/wiki/Zura_Begum,Myanmar,55137257,1073818086,Stub
Ben Africa,https://en.wikipedia.org/wiki/Ben_Africa,Namibia,70333445,1083488754,Start
Hendrina Afrikaner,https://en.wikipedia.org/wiki/Hendrina_Afrikaner,Namibia,33008473,1002561151,Stub
Jager Afrikaner,https://en.wikipedia.org/wiki/Jager_Afrikaner,Namibia,27830677,1063145716,Start
Jonker Afrikaner,https://en.wikipedia.org/wiki/Jonker_Afrikaner,Namibia,25714320,1072451612,Start
Klaas Afrikaner,https://en.wikipedia.org/wiki/Klaas_Afrikaner,Namibia,27932385,1084873676,Stub
Erginus Endjala,https://en.wikipedia.org/wiki/Erginus_Endjala,Namibia,71238750,1112849323,Stub
Dap Izaaks,https://en.wikipedia.org/wiki/Dap_Izaaks,Namibia,70335723,1082617471,Stub
Piet Junius,https://en.wikipedia.org/wiki/Piet_Junius,Namibia,70333920,1104226275,Start
Gottlob Mbaukua,https://en.wikipedia.org/wiki/Gottlob_Mbaukua,Namibia,32090913,946596970,Stub
John McNab,https://en.wikipedia.org/wiki/John_McNab,Namibia,70334277,1105017844,Start
Maxie Minnaar,https://en.wikipedia.org/wiki/Maxie_Minnaar,Namibia,65175942,1105191855,Start
Nehale Mpingana,https://en.wikipedia.org/wiki/Nehale_Mpingana,Namibia,33375770,1113800690,Start
Manasse ǃNoreseb,https://en.wikipedia.org/wiki/Manasse_ǃNoreseb,Namibia,33560939,1015106908,C
Thimoteus Tjamuaha,https://en.wikipedia.org/wiki/Thimoteus_Tjamuaha,Namibia,17003725,1095062805,Stub
Erastus Tjejamba,https://en.wikipedia.org/wiki/Erastus_Tjejamba,Namibia,32090864,1040560547,Stub
Cornelius van Wyk,https://en.wikipedia.org/wiki/Cornelius_van_Wyk,Namibia,70335337,1077993801,Stub
Eben van Zijl,https://en.wikipedia.org/wiki/Eben_van_Zijl,Namibia,21106432,1084871731,Start
Bernard Dowiyogo,https://en.wikipedia.org/wiki/Bernard_Dowiyogo,Nauru,200119,1109278952,Start
Valdon Dowiyogo,https://en.wikipedia.org/wiki/Valdon_Dowiyogo,Nauru,16766736,1115307502,Start
Yuvaraj Adhikari,https://en.wikipedia.org/wiki/Yuvaraj_Adhikari,Nepal,45355081,1026960528,Stub
Surya Bahadur KC,https://en.wikipedia.org/wiki/Surya_Bahadur_KC,Nepal,67626469,1108008290,Stub
