name,url,country,pageid,revid,ores
Eric Lenge,https://en.wikipedia.org/wiki/Eric_Lenge,"Congo, Dem. Rep.",1692030,1053664625,Start
Faustin Luanga,https://en.wikipedia.org/wiki/Faustin_Luanga,"Congo, Dem. Rep.",68411761,1086274369,C
Guy-Patrice Lumumba,https://en.wikipedia.org/wiki/Guy-Patrice_Lumumba,"Congo, Dem. Rep.",6205337,1086692776,Stub
Sultani Makenga,https://en.wikipedia.org/wiki/Sultani_Makenga,"Congo, Dem. Rep.",37705926,1097897658,Start
Angèle Makombo,https://en.wikipedia.org/wiki/Angèle_Makombo,"Congo, Dem. Rep.",66604677,1081392396,Stub
Christian Malanga,https://en.wikipedia.org/wiki/Christian_Malanga,"Congo, Dem. Rep.",41633729,1106277637,C
Franck Mwe di Malila,https://en.wikipedia.org/wiki/Franck_Mwe_di_Malila,"Congo, Dem. Rep.",44654796,1053664857,C
Anne Mbusu,https://en.wikipedia.org/wiki/Anne_Mbusu,"Congo, Dem. Rep.",59919812,1101655545,Start
Munga Mibindo,https://en.wikipedia.org/wiki/Munga_Mibindo,"Congo, Dem. Rep.",2134026,1058408130,Stub
Emile Mota,https://en.wikipedia.org/wiki/Emile_Mota,"Congo, Dem. Rep.",31880051,1106209048,Start
Josué Alex Mukendi,https://en.wikipedia.org/wiki/Josué_Alex_Mukendi,"Congo, Dem. Rep.",51411656,1053666052,Stub
Daniel Mukoko Samba,https://en.wikipedia.org/wiki/Daniel_Mukoko_Samba,"Congo, Dem. Rep.",37736749,1106989449,Start
Paul-Joseph Mukungubila,https://en.wikipedia.org/wiki/Paul-Joseph_Mukungubila,"Congo, Dem. Rep.",41504356,1105617422,C
Medard Mulangala,https://en.wikipedia.org/wiki/Medard_Mulangala,"Congo, Dem. Rep.",31025705,1101726096,C
Didier Mumengi,https://en.wikipedia.org/wiki/Didier_Mumengi,"Congo, Dem. Rep.",69254500,1074734394,C
Kasongo Munganga,https://en.wikipedia.org/wiki/Kasongo_Munganga,"Congo, Dem. Rep.",53837420,1105966047,C
Jean-Claude Kazembe Musonda,https://en.wikipedia.org/wiki/Jean-Claude_Kazembe_Musonda,"Congo, Dem. Rep.",68387332,1098805559,Stub
Jules Mutebusi,https://en.wikipedia.org/wiki/Jules_Mutebusi,"Congo, Dem. Rep.",42740104,1092041837,Start
Laurent Nkunda,https://en.wikipedia.org/wiki/Laurent_Nkunda,"Congo, Dem. Rep.",21234674,1082692191,C
Victor Promontorio,https://en.wikipedia.org/wiki/Victor_Promontorio,"Congo, Dem. Rep.",70708867,1087110784,Start
Jean-Marie Runiga,https://en.wikipedia.org/wiki/Jean-Marie_Runiga,"Congo, Dem. Rep.",37740962,1053665820,Start
Alain Daniel Shekomba,https://en.wikipedia.org/wiki/Alain_Daniel_Shekomba,"Congo, Dem. Rep.",60768252,1104802428,Stub
Koloso Sumaili,https://en.wikipedia.org/wiki/Koloso_Sumaili,"Congo, Dem. Rep.",6114919,1053666295,Stub
Noël K. Tshiani Muadiamvita,https://en.wikipedia.org/wiki/Noël_K._Tshiani_Muadiamvita,"Congo, Dem. Rep.",51552503,1108163676,C
Emery Wafwana,https://en.wikipedia.org/wiki/Emery_Wafwana,"Congo, Dem. Rep.",58243004,1092371503,Start
Emmanuel Weyi,https://en.wikipedia.org/wiki/Emmanuel_Weyi,"Congo, Dem. Rep.",49894765,1114586215,Start
Florentino Alfaro Zamora,https://en.wikipedia.org/wiki/Florentino_Alfaro_Zamora,Costa Rica,18693022,956286846,Stub
Alejandro Alvarado García,https://en.wikipedia.org/wiki/Alejandro_Alvarado_García,Costa Rica,18693051,1003975565,Stub
Antonio Saldaña,https://en.wikipedia.org/wiki/Antonio_Saldaña,Costa Rica,59467799,1093440482,Start
Armando Aráuz Aguilar,https://en.wikipedia.org/wiki/Armando_Aráuz_Aguilar,Costa Rica,70697033,1096079605,Stub
Birche,https://en.wikipedia.org/wiki/Birche,Costa Rica,59467229,953393149,Stub
Tranquilino de Bonilla y Herdocia,https://en.wikipedia.org/wiki/Tranquilino_de_Bonilla_y_Herdocia,Costa Rica,18694536,1076002437,Stub
Juan José de Bonilla y Herdocia,https://en.wikipedia.org/wiki/Juan_José_de_Bonilla_y_Herdocia,Costa Rica,18693998,956293523,Stub
Miguel de Bonilla y Laya-Bolívar,https://en.wikipedia.org/wiki/Miguel_de_Bonilla_y_Laya-Bolívar,Costa Rica,18693164,1049728557,Start
Stephan Brunner,https://en.wikipedia.org/wiki/Stephan_Brunner,Costa Rica,70493571,1103928769,Stub
Florencio del Castillo,https://en.wikipedia.org/wiki/Florencio_del_Castillo,Costa Rica,18693284,1069435039,Start
Paola Vega Castillo,https://en.wikipedia.org/wiki/Paola_Vega_Castillo,Costa Rica,69819728,1107984404,Stub
Ramón Castro y Ramírez,https://en.wikipedia.org/wiki/Ramón_Castro_y_Ramírez,Costa Rica,18693313,956293548,Stub
Ricardo Castro Beeche,https://en.wikipedia.org/wiki/Ricardo_Castro_Beeche,Costa Rica,18693298,1099192652,Stub
Teodoro Willink Castro,https://en.wikipedia.org/wiki/Teodoro_Willink_Castro,Costa Rica,69829237,1108137810,Stub
José Joaquín Chaverri Sievert,https://en.wikipedia.org/wiki/José_Joaquín_Chaverri_Sievert,Costa Rica,18693343,956297870,Stub
José Miguel Corrales Bolaños,https://en.wikipedia.org/wiki/José_Miguel_Corrales_Bolaños,Costa Rica,18693976,1106097216,Stub
Correque,https://en.wikipedia.org/wiki/Correque,Costa Rica,61385979,1060409498,Start
Aquileo J. Echeverría,https://en.wikipedia.org/wiki/Aquileo_J._Echeverría,Costa Rica,18693437,1077703728,Start
El Guarco,https://en.wikipedia.org/wiki/El_Guarco,Costa Rica,61385930,982203872,Start
Narciso Esquivel y Salazar,https://en.wikipedia.org/wiki/Narciso_Esquivel_y_Salazar,Costa Rica,18693623,956293456,Stub
Alberto Fait Lizano,https://en.wikipedia.org/wiki/Alberto_Fait_Lizano,Costa Rica,70696866,1095090935,Stub
Gerardo Gómez Ramírez,https://en.wikipedia.org/wiki/Gerardo_Gómez_Ramírez,Costa Rica,18693767,942924505,Stub
Joaquín Gutiérrez,https://en.wikipedia.org/wiki/Joaquín_Gutiérrez,Costa Rica,8391564,1054520061,C
Gerardo Guzmán Quirós,https://en.wikipedia.org/wiki/Gerardo_Guzmán_Quirós,Costa Rica,18693823,956298558,Stub
Joaquín de Iglesias Vidamartel,https://en.wikipedia.org/wiki/Joaquín_de_Iglesias_Vidamartel,Costa Rica,18693888,956293531,Stub
Bernal Jiménez Monge,https://en.wikipedia.org/wiki/Bernal_Jiménez_Monge,Costa Rica,67167521,1099703699,Stub
Ramón Jiménez y Robredo,https://en.wikipedia.org/wiki/Ramón_Jiménez_y_Robredo,Costa Rica,18693915,956297739,Stub
King Garabito,https://en.wikipedia.org/wiki/King_Garabito,Costa Rica,61385688,953412068,Start
Pedro María León-Páez y Brown,https://en.wikipedia.org/wiki/Pedro_María_León-Páez_y_Brown,Costa Rica,18694033,1060701173,Stub
Óscar López (politician),https://en.wikipedia.org/wiki/Óscar_López_(politician),Costa Rica,29580672,1108071893,Stub
Juan de los Santos Madriz y Cervantes,https://en.wikipedia.org/wiki/Juan_de_los_Santos_Madriz_y_Cervantes,Costa Rica,18694098,979296974,Stub
Marvin Calvo Montoya,https://en.wikipedia.org/wiki/Marvin_Calvo_Montoya,Costa Rica,64967552,1112206196,Stub
Félix Arcadio Montero Monge,https://en.wikipedia.org/wiki/Félix_Arcadio_Montero_Monge,Costa Rica,18694247,1097535044,Stub
Sonia Marta Mora Escalante,https://en.wikipedia.org/wiki/Sonia_Marta_Mora_Escalante,Costa Rica,42740246,1082026885,Stub
José Joaquín Mora Porras,https://en.wikipedia.org/wiki/José_Joaquín_Mora_Porras,Costa Rica,18694277,1066725232,Stub
Mary Munive,https://en.wikipedia.org/wiki/Mary_Munive,Costa Rica,70490999,1103929222,Stub
Rafael Moya Murillo,https://en.wikipedia.org/wiki/Rafael_Moya_Murillo,Costa Rica,18694298,956297821,Stub
María Teresa Obregón Zamora,https://en.wikipedia.org/wiki/María_Teresa_Obregón_Zamora,Costa Rica,51087813,1062414934,C
Juan de Obregón y Espinosa,https://en.wikipedia.org/wiki/Juan_de_Obregón_y_Espinosa,Costa Rica,18694011,1111778447,Start
Rodrigo Oreamuno Blanco,https://en.wikipedia.org/wiki/Rodrigo_Oreamuno_Blanco,Costa Rica,70496865,1090060729,Stub
Joaquín de Oreamuno,https://en.wikipedia.org/wiki/Joaquín_de_Oreamuno,Costa Rica,58823015,1096820977,GA
Rafael Francisco Osejo,https://en.wikipedia.org/wiki/Rafael_Francisco_Osejo,Costa Rica,21524108,1034464885,Start
Pablo Presbere,https://en.wikipedia.org/wiki/Pablo_Presbere,Costa Rica,59468028,1094432381,C
Eugenio Padilla Bonilla,https://en.wikipedia.org/wiki/Eugenio_Padilla_Bonilla,Costa Rica,65047846,994446675,Stub
Manuel María de Peralta y Alfaro,https://en.wikipedia.org/wiki/Manuel_María_de_Peralta_y_Alfaro,Costa Rica,18694344,1099780917,Start
José María de Peralta,https://en.wikipedia.org/wiki/José_María_de_Peralta,Costa Rica,59660977,1099735450,Start
Manuel María de Peralta y López del Corral,https://en.wikipedia.org/wiki/Manuel_María_de_Peralta_y_López_del_Corral,Costa Rica,18694124,1076002485,Stub
Cipriano Pérez y Arias,https://en.wikipedia.org/wiki/Cipriano_Pérez_y_Arias,Costa Rica,18693371,1079012012,Stub
Eusebio Prieto y Ruiz,https://en.wikipedia.org/wiki/Eusebio_Prieto_y_Ruiz,Costa Rica,18694389,956293601,Stub
Carmen Quesada Santamaría,https://en.wikipedia.org/wiki/Carmen_Quesada_Santamaría,Costa Rica,64640381,989893885,Stub
José Pablo Quirós Quirós,https://en.wikipedia.org/wiki/José_Pablo_Quirós_Quirós,Costa Rica,18694396,1068141997,Stub
Gregorio José Ramírez,https://en.wikipedia.org/wiki/Gregorio_José_Ramírez,Costa Rica,68653288,1108030896,Start
Rafael Ramírez Hidalgo,https://en.wikipedia.org/wiki/Rafael_Ramírez_Hidalgo,Costa Rica,18694424,1003975880,Stub
Carlos Ricardo Benavides Jiménez,https://en.wikipedia.org/wiki/Carlos_Ricardo_Benavides_Jiménez,Costa Rica,70505503,1101826814,Stub
Santiago Mayas,https://en.wikipedia.org/wiki/Santiago_Mayas,Costa Rica,59467190,1091891616,Start
Siarke,https://en.wikipedia.org/wiki/Siarke,Costa Rica,61336204,1040860121,Stub
Tomás Enrique Soley Soler,https://en.wikipedia.org/wiki/Tomás_Enrique_Soley_Soler,Costa Rica,18694520,956286746,Stub
José María Soto Alfaro,https://en.wikipedia.org/wiki/José_María_Soto_Alfaro,Costa Rica,59404135,1022937864,Start
Ricardo Toledo Carranza,https://en.wikipedia.org/wiki/Ricardo_Toledo_Carranza,Costa Rica,18694450,1074320861,Stub
Nazario Toledo,https://en.wikipedia.org/wiki/Nazario_Toledo,Costa Rica,18694514,956293527,Stub
Marco Vinicio Vargas Pereira,https://en.wikipedia.org/wiki/Marco_Vinicio_Vargas_Pereira,Costa Rica,18694146,956297827,Stub
Santos Velázquez y Tinoco,https://en.wikipedia.org/wiki/Santos_Velázquez_y_Tinoco,Costa Rica,18694578,956293472,Stub
William Forbes (Talamancan king),https://en.wikipedia.org/wiki/William_Forbes_(Talamancan_king),Costa Rica,59467245,953571529,Stub
Jean-Jacques Béchio,https://en.wikipedia.org/wiki/Jean-Jacques_Béchio,Cote d'Ivoire,56571016,1097445644,Stub
Kandia Camara,https://en.wikipedia.org/wiki/Kandia_Camara,Cote d'Ivoire,67047905,1103563722,Start
Charles Koffi Diby,https://en.wikipedia.org/wiki/Charles_Koffi_Diby,Cote d'Ivoire,59020922,1108506945,Stub
Étienne Djaument,https://en.wikipedia.org/wiki/Étienne_Djaument,Cote d'Ivoire,31865469,1102789374,Stub
Loubo Augustin Djessou,https://en.wikipedia.org/wiki/Loubo_Augustin_Djessou,Cote d'Ivoire,32046252,1055941458,Stub
Laurent Dona Fologo,https://en.wikipedia.org/wiki/Laurent_Dona_Fologo,Cote d'Ivoire,66647480,1114825081,Stub
Michel Gueu,https://en.wikipedia.org/wiki/Michel_Gueu,Cote d'Ivoire,64364567,1107654367,C
Marcel Zadi Kessy,https://en.wikipedia.org/wiki/Marcel_Zadi_Kessy,Cote d'Ivoire,65590388,1101937624,Start
Kaba Nialé,https://en.wikipedia.org/wiki/Kaba_Nialé,Cote d'Ivoire,67048004,1096406056,Start
Sékou Sanogo,https://en.wikipedia.org/wiki/Sékou_Sanogo,Cote d'Ivoire,31847993,994546487,Stub
Sidi Tiémoko Touré,https://en.wikipedia.org/wiki/Sidi_Tiémoko_Touré,Cote d'Ivoire,68546615,1091776866,C
Mato Arlović,https://en.wikipedia.org/wiki/Mato_Arlović,Croatia,55506247,995029235,Start
Antun Augustinčić,https://en.wikipedia.org/wiki/Antun_Augustinčić,Croatia,6701572,1107956669,GA
Jakov Blažević,https://en.wikipedia.org/wiki/Jakov_Blažević,Croatia,52622503,1107642810,Stub
Mirko Bogović,https://en.wikipedia.org/wiki/Mirko_Bogović,Croatia,25980503,1111957117,Stub
Zvonko Brkić,https://en.wikipedia.org/wiki/Zvonko_Brkić,Croatia,52622557,1079673510,Stub
Andrija Torkvat Brlić,https://en.wikipedia.org/wiki/Andrija_Torkvat_Brlić,Croatia,68523447,1115206658,GA
Josip Broz Tito,https://en.wikipedia.org/wiki/Josip_Broz_Tito,Croatia,16567,1112945222,B
Nadežda Čačinovič,https://en.wikipedia.org/wiki/Nadežda_Čačinovič,Croatia,33883266,1112933531,Start
Melko Čingrija,https://en.wikipedia.org/wiki/Melko_Čingrija,Croatia,64223651,1078887578,Start
Pero Čingrija,https://en.wikipedia.org/wiki/Pero_Čingrija,Croatia,64223461,1078888021,Start
Juraj Demetrović,https://en.wikipedia.org/wiki/Juraj_Demetrović,Croatia,24852767,1080729797,Stub
Luigi Frari,https://en.wikipedia.org/wiki/Luigi_Frari,Croatia,25870249,1065837770,Start
Nikica Gabrić,https://en.wikipedia.org/wiki/Nikica_Gabrić,Croatia,41556002,1100953009,Stub
Leon Geršković,https://en.wikipedia.org/wiki/Leon_Geršković,Croatia,36623493,1100856578,Start
Pavle Gregorić,https://en.wikipedia.org/wiki/Pavle_Gregorić,Croatia,52622424,1010865645,Stub
Hakija Hadžić,https://en.wikipedia.org/wiki/Hakija_Hadžić,Croatia,42611655,1078015152,Start
Dragutin Haramija,https://en.wikipedia.org/wiki/Dragutin_Haramija,Croatia,52626401,1079673431,Stub
Ernest Jelušić,https://en.wikipedia.org/wiki/Ernest_Jelušić,Croatia,66612924,1035465045,Start
Emerik Josipović,https://en.wikipedia.org/wiki/Emerik_Josipović,Croatia,25534488,1108439301,Stub
Gejza Josipović,https://en.wikipedia.org/wiki/Gejza_Josipović,Croatia,25541379,1017549423,Stub
Radovan Juričić,https://en.wikipedia.org/wiki/Radovan_Juričić,Croatia,66496603,1012985592,C
Luka Kirac,https://en.wikipedia.org/wiki/Luka_Kirac,Croatia,66617723,1112003841,GA
Rudi Kolak,https://en.wikipedia.org/wiki/Rudi_Kolak,Croatia,31323381,1059610572,Start
Stjepan Kovačević,https://en.wikipedia.org/wiki/Stjepan_Kovačević,Croatia,25540497,972227393,Stub
Josip Kregar,https://en.wikipedia.org/wiki/Josip_Kregar,Croatia,24398482,1022316460,Start
Izidor Kršnjavi,https://en.wikipedia.org/wiki/Izidor_Kršnjavi,Croatia,41578206,1105361975,Start
Šime Kurelić,https://en.wikipedia.org/wiki/Šime_Kurelić,Croatia,66629224,1083761998,Start
Ante Mandić,https://en.wikipedia.org/wiki/Ante_Mandić,Croatia,67149474,1104609731,Stub
Vladimir Mažuranić,https://en.wikipedia.org/wiki/Vladimir_Mažuranić,Croatia,41554701,1070845254,Start
Danijel Mileta,https://en.wikipedia.org/wiki/Danijel_Mileta,Croatia,59003526,1063882247,Start
Pavao Muhić,https://en.wikipedia.org/wiki/Pavao_Muhić,Croatia,41554529,1009855661,Stub
Francesco Neffat,https://en.wikipedia.org/wiki/Francesco_Neffat,Croatia,66613493,1087585656,Start
Fran Novljan,https://en.wikipedia.org/wiki/Fran_Novljan,Croatia,66590254,1086818268,Start
Petar Pejačević,https://en.wikipedia.org/wiki/Petar_Pejačević,Croatia,25523640,1021214490,Stub
Kata Pejnović,https://en.wikipedia.org/wiki/Kata_Pejnović,Croatia,55837459,1095342896,Start
Ivo Pilar,https://en.wikipedia.org/wiki/Ivo_Pilar,Croatia,5100791,1089349756,C
Pero Pirker,https://en.wikipedia.org/wiki/Pero_Pirker,Croatia,68000257,1097968650,GA
Svetozar Pribićević,https://en.wikipedia.org/wiki/Svetozar_Pribićević,Croatia,1687435,1093904984,C
Niko Pucić,https://en.wikipedia.org/wiki/Niko_Pucić,Croatia,8405177,1086466947,Start
Rafael Pucić,https://en.wikipedia.org/wiki/Rafael_Pucić,Croatia,71720748,1109480180,Stub
Svetozar Rittig,https://en.wikipedia.org/wiki/Svetozar_Rittig,Croatia,61725853,1078580605,C
Vjekoslav Servatzy,https://en.wikipedia.org/wiki/Vjekoslav_Servatzy,Croatia,30497697,1085075271,Start
Ivan Vilibor Sinčić,https://en.wikipedia.org/wiki/Ivan_Vilibor_Sinčić,Croatia,54682762,1107681809,Start
Tadija Smičiklas,https://en.wikipedia.org/wiki/Tadija_Smičiklas,Croatia,10430291,1090985499,C
Vjekoslav Spinčić,https://en.wikipedia.org/wiki/Vjekoslav_Spinčić,Croatia,13795802,1039143224,Start
Predrag Štromar,https://en.wikipedia.org/wiki/Predrag_Štromar,Croatia,54427537,1049187655,Start
Josip Juraj Strossmayer,https://en.wikipedia.org/wiki/Josip_Juraj_Strossmayer,Croatia,1360094,1111376276,C
Ante Šupuk,https://en.wikipedia.org/wiki/Ante_Šupuk,Croatia,5042677,1015900174,Start
Đuro Šurmin,https://en.wikipedia.org/wiki/Đuro_Šurmin,Croatia,42654993,1031747692,Start
Ljudevit Vukotinović,https://en.wikipedia.org/wiki/Ljudevit_Vukotinović,Croatia,41836597,1081133614,Start
Dragan Vulin,https://en.wikipedia.org/wiki/Dragan_Vulin,Croatia,51137499,1031595837,Start
Lordan Zafranović,https://en.wikipedia.org/wiki/Lordan_Zafranović,Croatia,16189916,1112298171,C
Savo Zlatić,https://en.wikipedia.org/wiki/Savo_Zlatić,Croatia,42548288,1019059043,C
Ante Županović,https://en.wikipedia.org/wiki/Ante_Županović,Croatia,57315238,1014125709,Stub
Prime Ministers of Cuba,https://en.wikipedia.org/wiki/Prime_Ministers_of_Cuba,Cuba,5771799,934437679,Stub
President of Cuba,https://en.wikipedia.org/wiki/President_of_Cuba,Cuba,516041,1112307334,C
Ignacio Agramonte,https://en.wikipedia.org/wiki/Ignacio_Agramonte,Cuba,1744034,1104193887,C
Sebastian Arcos Bergnes,https://en.wikipedia.org/wiki/Sebastian_Arcos_Bergnes,Cuba,13539306,1111442114,C
Gustavo Arcos,https://en.wikipedia.org/wiki/Gustavo_Arcos,Cuba,6338609,1064128904,Start
Juan de Ayala y Escobar,https://en.wikipedia.org/wiki/Juan_de_Ayala_y_Escobar,Cuba,27604599,1059201207,C
Miguel Brugueras,https://en.wikipedia.org/wiki/Miguel_Brugueras,Cuba,56647566,1094840575,Stub
Leopoldo Cancio,https://en.wikipedia.org/wiki/Leopoldo_Cancio,Cuba,28782305,1018001652,Start
Demetrio Castillo Duany,https://en.wikipedia.org/wiki/Demetrio_Castillo_Duany,Cuba,3207304,1078095226,Start
Vicente Manuel de Céspedes,https://en.wikipedia.org/wiki/Vicente_Manuel_de_Céspedes,Cuba,27600699,1067145473,C
Manuel Cidre,https://en.wikipedia.org/wiki/Manuel_Cidre,Cuba,48707818,1105881632,Start
José María Coppinger,https://en.wikipedia.org/wiki/José_María_Coppinger,Cuba,27714590,1080005445,GA
Rafael Díaz-Balart,https://en.wikipedia.org/wiki/Rafael_Díaz-Balart,Cuba,1864614,1106639409,Start
Miguel Díaz-Canel,https://en.wikipedia.org/wiki/Miguel_Díaz-Canel,Cuba,38630938,1115075784,GA
Manuel Dorta-Duque,https://en.wikipedia.org/wiki/Manuel_Dorta-Duque,Cuba,61526783,1114485837,C
Carlos Fernández Gondín,https://en.wikipedia.org/wiki/Carlos_Fernández_Gondín,Cuba,52870864,1066670419,Start
Orestes Ferrara,https://en.wikipedia.org/wiki/Orestes_Ferrara,Cuba,35538906,1070890875,C
Francisco de Arango y Parreño,https://en.wikipedia.org/wiki/Francisco_de_Arango_y_Parreño,Cuba,42569074,1112500039,Start
Juan Carlos García Granda,https://en.wikipedia.org/wiki/Juan_Carlos_García_Granda,Cuba,70735734,1086881012,Stub
Reinaldo García Zapata,https://en.wikipedia.org/wiki/Reinaldo_García_Zapata,Cuba,63137760,1081919816,Stub
Aurelio Hevia,https://en.wikipedia.org/wiki/Aurelio_Hevia,Cuba,47981034,1029493523,Stub
Fernando Heydrich,https://en.wikipedia.org/wiki/Fernando_Heydrich,Cuba,55179480,1015959656,Start
Alfredo Hornedo,https://en.wikipedia.org/wiki/Alfredo_Hornedo,Cuba,68506975,1111245250,C
Manuel Marrero Cruz,https://en.wikipedia.org/wiki/Manuel_Marrero_Cruz,Cuba,62639497,1112820527,Start
Rubén Martínez Puente,https://en.wikipedia.org/wiki/Rubén_Martínez_Puente,Cuba,68355539,1099829999,Stub
Augusto Martínez Sánchez,https://en.wikipedia.org/wiki/Augusto_Martínez_Sánchez,Cuba,41622394,1106597865,C
Bartolomé Masó,https://en.wikipedia.org/wiki/Bartolomé_Masó,Cuba,40857518,1082014108,Start
Ramón Meza y Suárez Inclán,https://en.wikipedia.org/wiki/Ramón_Meza_y_Suárez_Inclán,Cuba,34295320,1090136006,Start
Rafael Montoro,https://en.wikipedia.org/wiki/Rafael_Montoro,Cuba,33776096,1107203065,Stub
Bartolomé Morales,https://en.wikipedia.org/wiki/Bartolomé_Morales,Cuba,28559334,1104171930,Start
José Núñez de Cáceres,https://en.wikipedia.org/wiki/José_Núñez_de_Cáceres,Cuba,28462755,1090327585,GA
Juan Vitalio Acuña Núñez,https://en.wikipedia.org/wiki/Juan_Vitalio_Acuña_Núñez,Cuba,35681258,1007811203,Stub
Enrique Oltuski,https://en.wikipedia.org/wiki/Enrique_Oltuski,Cuba,31491437,1033836396,Start
Frank País,https://en.wikipedia.org/wiki/Frank_País,Cuba,5230480,1088557022,C
Juan Nepomuceno de Quesada,https://en.wikipedia.org/wiki/Juan_Nepomuceno_de_Quesada,Cuba,35348177,1104171943,C
Luis Alberto Rodríguez López-Calleja,https://en.wikipedia.org/wiki/Luis_Alberto_Rodríguez_López-Calleja,Cuba,71204249,1104294016,Start
"Salvador José de Muro, 2nd Marquis of Someruelos","https://en.wikipedia.org/wiki/Salvador_José_de_Muro,_2nd_Marquis_of_Someruelos",Cuba,59136144,1103383044,GA
Laureano de Torres y Ayala,https://en.wikipedia.org/wiki/Laureano_de_Torres_y_Ayala,Cuba,27710828,1107030973,C
Salvador Valdés Mesa,https://en.wikipedia.org/wiki/Salvador_Valdés_Mesa,Cuba,57165069,1112500064,Start
Nikos Christodoulides,https://en.wikipedia.org/wiki/Nikos_Christodoulides,Cyprus,58652814,1114620877,C
Ioannis Clerides,https://en.wikipedia.org/wiki/Ioannis_Clerides,Cyprus,59009422,1098237394,Start
Takis Evdokas,https://en.wikipedia.org/wiki/Takis_Evdokas,Cyprus,38697949,1100993618,Stub
Oz Karahan,https://en.wikipedia.org/wiki/Oz_Karahan,Cyprus,61860970,1110569334,Stub
Andreas Koukouma,https://en.wikipedia.org/wiki/Andreas_Koukouma,Cyprus,37060018,1106347999,C
Pantelis Kouros,https://en.wikipedia.org/wiki/Pantelis_Kouros,Cyprus,67615266,1098425442,Stub
Kyrillos III of Cyprus,https://en.wikipedia.org/wiki/Kyrillos_III_of_Cyprus,Cyprus,1807527,1091921175,Stub
Michalis Paraskevas,https://en.wikipedia.org/wiki/Michalis_Paraskevas,Cyprus,48861403,1051669355,C
Christos Patsalides,https://en.wikipedia.org/wiki/Christos_Patsalides,Cyprus,36480833,1060031276,Stub
Nicos A. Rolandis,https://en.wikipedia.org/wiki/Nicos_A._Rolandis,Cyprus,50590120,1115144934,Start
Benon Sevan,https://en.wikipedia.org/wiki/Benon_Sevan,Cyprus,1065194,1113575455,Start
Stefanos Stefanou (politician),https://en.wikipedia.org/wiki/Stefanos_Stefanou_(politician),Cyprus,68167811,1068165689,Start
Michael Zampelas,https://en.wikipedia.org/wiki/Michael_Zampelas,Cyprus,25962325,1112275979,Start
Josef Barák,https://en.wikipedia.org/wiki/Josef_Barák,Czechia,4230678,1083124449,Stub
Dagmar Burešová,https://en.wikipedia.org/wiki/Dagmar_Burešová,Czechia,57826492,1098666195,C
František Ringo Čech,https://en.wikipedia.org/wiki/František_Ringo_Čech,Czechia,29387472,1108211243,C
Jaroslav Chalupský,https://en.wikipedia.org/wiki/Jaroslav_Chalupský,Czechia,65829479,1078953657,Stub
Count Wenzel Chotek of Chotkow and Wognin,https://en.wikipedia.org/wiki/Count_Wenzel_Chotek_of_Chotkow_and_Wognin,Czechia,19949832,1083654825,Start
Petr Cibulka,https://en.wikipedia.org/wiki/Petr_Cibulka,Czechia,4995972,1113204122,Start
Čestmír Císař,https://en.wikipedia.org/wiki/Čestmír_Císař,Czechia,39065481,1104559649,C
Josef Šebestián Daubek,https://en.wikipedia.org/wiki/Josef_Šebestián_Daubek,Czechia,62382644,1050015346,Start
Karel Domin,https://en.wikipedia.org/wiki/Karel_Domin,Czechia,2242713,1049007188,Start
Dominik Feri,https://en.wikipedia.org/wiki/Dominik_Feri,Czechia,55593169,1114398428,GA
Jaroslav Foldyna,https://en.wikipedia.org/wiki/Jaroslav_Foldyna,Czechia,69067728,1101136989,Start
Vladimír Franz,https://en.wikipedia.org/wiki/Vladimír_Franz,Czechia,30094670,1018540612,C
Josef Václav Frič,https://en.wikipedia.org/wiki/Josef_Václav_Frič,Czechia,53032773,1096760435,Start
Radola Gajda,https://en.wikipedia.org/wiki/Radola_Gajda,Czechia,1157037,1094011419,C
Edvard Gregr,https://en.wikipedia.org/wiki/Edvard_Gregr,Czechia,26171357,395526568,Stub
Julius Gregr,https://en.wikipedia.org/wiki/Julius_Gregr,Czechia,26171352,395521877,Stub
Tomáš Grulich,https://en.wikipedia.org/wiki/Tomáš_Grulich,Czechia,64786716,1105195802,Stub
Karel Havlíček Borovský,https://en.wikipedia.org/wiki/Karel_Havlíček_Borovský,Czechia,2126676,1113946125,C
Karel Havlík,https://en.wikipedia.org/wiki/Karel_Havlík,Czechia,69404008,1100828466,Stub
Eduard Hedvicek,https://en.wikipedia.org/wiki/Eduard_Hedvicek,Czechia,2732436,1115494542,Stub
Jan Helcelet,https://en.wikipedia.org/wiki/Jan_Helcelet,Czechia,65740633,1097877507,Start
Vladimír Hučín,https://en.wikipedia.org/wiki/Vladimír_Hučín,Czechia,4998590,1006178116,Start
Stanislav Huml,https://en.wikipedia.org/wiki/Stanislav_Huml,Czechia,69632958,1100256753,Stub
Martin Jahn,https://en.wikipedia.org/wiki/Martin_Jahn,Czechia,2038137,1068489733,Start
Antonín Janoušek,https://en.wikipedia.org/wiki/Antonín_Janoušek,Czechia,1557367,1081772760,Start
Josef Ježek,https://en.wikipedia.org/wiki/Josef_Ježek,Czechia,53372471,1081825452,Start
Konstantin Jireček,https://en.wikipedia.org/wiki/Konstantin_Jireček,Czechia,901939,1100601439,C
Ladislav Jirků,https://en.wikipedia.org/wiki/Ladislav_Jirků,Czechia,64997923,1105195815,Stub
Svatopluk Karásek,https://en.wikipedia.org/wiki/Svatopluk_Karásek,Czechia,53656836,1105195949,Stub
